VentaID,ClienteID,ProductoID,Cantidad,FechaVenta,Region
277,1043,516,1,2024-06-25,Sur
278,1021,514,9,2024-06-26,Este
279,1010,522,9,2024-06-27,Oeste
280,1046,526,9,2024-06-28,Sur
281,1089,517,3,2024-06-29,Sur
282,1057,527,5,2024-06-30,Norte
283,1089,501,5,2024-07-01,Oeste
284,1012,529,2,2024-07-02,Este
285,1055,501,6,2024-07-03,Norte
286,1007,512,6,2024-07-04,Sur
287,1022,515,6,2024-07-05,Oeste
288,1052,513,8,2024-07-06,Oeste
289,1036,525,1,2024-07-07,Sur
290,1061,524,6,2024-07-08,Este
291,1047,513,3,2024-07-09,Oeste
292,1024,508,4,2024-07-10,Sur
293,1043,507,6,2024-07-11,Norte
294,1053,512,3,2024-07-12,Oeste
295,1066,524,3,2024-07-13,Este
296,1095,504,9,2024-07-14,Este
297,1053,507,8,2024-07-15,Oeste
298,1074,509,7,2024-07-16,Este
299,1095,518,8,2024-07-17,Sur
300,1058,514,6,2024-07-18,Oeste
301,1070,523,1,2024-07-19,Oeste
302,1046,506,1,2024-07-20,Norte
303,1010,526,5,2024-07-21,Sur
304,1068,524,3,2024-07-22,Norte
305,1028,516,1,2024-07-23,Norte
306,1074,506,4,2024-07-24,Norte
307,1064,519,7,2024-07-25,Oeste
308,1084,512,5,2024-07-26,Sur
309,1070,501,6,2024-07-27,Oeste
310,1063,501,8,2024-07-28,Norte
311,1036,528,2,2024-07-29,Sur
312,1012,521,8,2024-07-30,Oeste
313,1029,501,2,2024-07-31,Sur
314,1085,512,7,2024-08-01,Oeste
315,1005,516,1,2024-08-02,Sur
316,1082,522,1,2024-08-03,Este
317,1096,501,2,2024-08-04,Sur
318,1039,504,2,2024-08-05,Oeste
319,1061,515,3,2024-08-06,Este
320,1039,513,2,2024-08-07,Norte
321,1034,506,9,2024-08-08,Sur
322,1094,504,1,2024-08-09,Oeste
323,1071,506,9,2024-08-10,Este
324,1080,504,1,2024-08-11,Norte
325,1030,513,9,2024-08-12,Este
326,1025,530,6,2024-08-13,Norte
327,1011,523,5,2024-08-14,Sur
328,1082,514,6,2024-08-15,Oeste
329,1052,519,2,2024-08-16,Oeste
330,1057,505,1,2024-08-17,Norte
331,1099,507,8,2024-08-18,Este
332,1022,525,9,2024-08-19,Este
333,1025,513,3,2024-08-20,Sur
334,1030,523,8,2024-08-21,Norte
335,1058,525,7,2024-08-22,Sur
336,1040,521,6,2024-08-23,Norte
337,1020,529,9,2024-08-24,Oeste
338,1070,513,1,2024-08-25,Norte
339,1002,507,2,2024-08-26,Este
340,1071,522,2,2024-08-27,Norte
341,1065,519,1,2024-08-28,Este
342,1086,518,5,2024-08-29,Sur
343,1070,518,4,2024-08-30,Sur
344,1001,503,2,2024-08-31,Este
345,1027,501,7,2024-09-01,Oeste
346,1061,530,1,2024-09-02,Este
347,1088,517,5,2024-09-03,Norte
348,1036,519,4,2024-09-04,Sur
349,1043,522,6,2024-09-05,Norte
350,1056,511,2,2024-09-06,Norte
351,1083,506,1,2024-09-07,Norte
352,1032,509,9,2024-09-08,Oeste
353,1094,527,7,2024-09-09,Este
354,1071,503,8,2024-09-10,Norte
355,1099,509,2,2024-09-11,Este
356,1078,520,7,2024-09-12,Este
357,1067,521,2,2024-09-13,Oeste
358,1037,530,8,2024-09-14,Este
359,1045,505,8,2024-09-15,Oeste
360,1024,521,3,2024-09-16,Sur
361,1029,507,3,2024-09-17,Oeste
362,1006,515,7,2024-09-18,Oeste
363,1081,523,6,2024-09-19,Sur
364,1038,520,2,2024-09-20,Este
365,1020,524,5,2024-09-21,Norte
366,1015,507,3,2024-09-22,Sur
367,1016,516,7,2024-09-23,Sur
368,1083,505,1,2024-09-24,Norte
369,1088,505,8,2024-09-25,Sur
370,1036,512,2,2024-09-26,Sur
371,1013,506,2,2024-09-27,Sur
372,1062,507,8,2024-09-28,Oeste
373,1011,512,2,2024-09-29,Sur
374,1096,511,5,2024-09-30,Norte
375,1085,529,9,2024-10-01,Este
376,1088,502,1,2024-10-02,Oeste
377,1041,505,4,2024-10-03,Norte
378,1085,505,2,2024-10-04,Oeste
379,1006,522,1,2024-10-05,Norte
380,1038,529,3,2024-10-06,Oeste
381,1062,523,6,2024-10-07,Norte
382,1088,515,2,2024-10-08,Este
383,1083,518,8,2024-10-09,Oeste
384,1084,506,2,2024-10-10,Norte
385,1038,501,4,2024-10-11,Sur
386,1069,501,6,2024-10-12,Norte
387,1009,516,4,2024-10-13,Norte
388,1044,517,1,2024-10-14,Oeste
389,1032,530,6,2024-10-15,Este
390,1091,518,7,2024-10-16,Norte
391,1037,506,8,2024-10-17,Norte
392,1051,514,3,2024-10-18,Este
393,1088,505,1,2024-10-19,Sur
394,1010,501,9,2024-10-20,Norte
395,1061,508,6,2024-10-21,Este
396,1090,512,8,2024-10-22,Sur
397,1050,509,9,2024-10-23,Este
398,1051,501,7,2024-10-24,Norte
399,1027,516,2,2024-10-25,Norte
400,1031,502,4,2024-10-26,Sur
401,1075,518,8,2024-10-27,Este
402,1060,517,8,2024-10-28,Oeste
403,1022,522,8,2024-10-29,Este
404,1044,523,2,2024-10-30,Sur
405,1066,510,4,2024-10-31,Sur
406,1036,515,5,2024-11-01,Este
407,1051,507,7,2024-11-02,Norte
408,1019,528,8,2024-11-03,Sur
409,1060,511,7,2024-11-04,Norte
410,1031,524,3,2024-11-05,Oeste
411,1050,514,1,2024-11-06,Sur
412,1005,504,6,2024-11-07,Norte
413,1063,509,5,2024-11-08,Este
414,1035,510,1,2024-11-09,Norte
415,1005,524,4,2024-11-10,Oeste
416,1002,507,7,2024-11-11,Norte
417,1012,504,3,2024-11-12,Norte
418,1008,501,1,2024-11-13,Este
419,1047,528,4,2024-11-14,Oeste
420,1066,504,7,2024-11-15,Oeste
421,1095,504,3,2024-11-16,Norte
422,1048,504,8,2024-11-17,Sur
423,1026,523,8,2024-11-18,Oeste
424,1010,510,8,2024-11-19,Este
425,1055,524,1,2024-11-20,Oeste
426,1011,519,7,2024-11-21,Sur
427,1087,504,8,2024-11-22,Oeste
428,1032,501,2,2024-11-23,Sur
429,1081,530,3,2024-11-24,Norte
430,1068,519,7,2024-11-25,Sur
431,1018,526,4,2024-11-26,Oeste
432,1082,515,6,2024-11-27,Este
433,1061,524,6,2024-11-28,Norte
434,1037,515,5,2024-11-29,Norte
435,1079,510,6,2024-11-30,Norte
436,1086,520,3,2024-12-01,Norte
437,1001,511,9,2024-12-02,Este
438,1013,513,2,2024-12-03,Oeste
439,1011,516,4,2024-12-04,Norte
440,1077,502,2,2024-12-05,Sur
441,1068,510,5,2024-12-06,Oeste
442,1002,523,3,2024-12-07,Sur
443,1080,511,5,2024-12-08,Oeste
444,1070,515,1,2024-12-09,Este
445,1085,526,5,2024-12-10,Norte
446,1029,520,9,2024-12-11,Oeste
447,1079,519,5,2024-12-12,Norte
448,1006,508,1,2024-12-13,Este
449,1024,512,5,2024-12-14,Sur
450,1096,509,6,2024-12-15,Sur
451,1057,504,7,2024-12-16,Sur
452,1050,524,6,2024-12-17,Oeste
453,1061,516,1,2024-12-18,Este
454,1049,504,4,2024-12-19,Este
455,1025,511,9,2024-12-20,Norte
456,1095,518,9,2024-12-21,Este
457,1010,519,4,2024-12-22,Oeste
458,1072,508,5,2024-12-23,Sur
459,1054,502,3,2024-12-24,Sur
460,1078,513,6,2024-12-25,Oeste
461,1095,512,8,2024-12-26,Oeste
462,1045,530,5,2024-12-27,Sur
463,1066,514,7,2024-12-28,Oeste
464,1058,508,7,2024-12-29,Este
465,1031,520,9,2024-12-30,Sur
466,1048,518,8,2024-12-31,Oeste
467,1073,529,5,2025-01-01,Este
468,1044,515,3,2025-01-02,Oeste
469,1067,512,3,2025-01-03,Este
470,1090,511,3,2025-01-04,Oeste
471,1003,508,5,2025-01-05,Oeste
472,1029,507,4,2025-01-06,Norte
473,1085,512,1,2025-01-07,Este
474,1013,528,9,2025-01-08,Oeste
475,1090,524,2,2025-01-09,Sur
476,1061,508,8,2025-01-10,Oeste
477,1036,514,6,2025-01-11,Norte
478,1017,511,1,2025-01-12,Este
479,1078,501,5,2025-01-13,Norte
480,1043,522,3,2025-01-14,Este
481,1055,515,3,2025-01-15,Oeste
482,1002,529,1,2025-01-16,Norte
483,1085,526,9,2025-01-17,Este
484,1037,530,4,2025-01-18,Oeste
485,1071,515,9,2025-01-19,Oeste
486,1044,504,8,2025-01-20,Este
487,1006,524,4,2025-01-21,Este
488,1028,514,6,2025-01-22,Este
489,1005,517,9,2025-01-23,Sur
490,1041,522,9,2025-01-24,Norte
491,1081,530,6,2025-01-25,Sur
492,1027,516,4,2025-01-26,Oeste
493,1069,524,3,2025-01-27,Oeste
494,1097,515,1,2025-01-28,Este
495,1073,513,8,2025-01-29,Oeste
496,1070,513,8,2025-01-30,Oeste
497,1088,512,3,2025-01-31,Sur
498,1042,514,2,2025-02-01,Este
499,1052,521,7,2025-02-02,Sur
500,1005,528,2,2025-02-03,Norte
501,1035,501,8,2025-02-04,Norte
502,1082,505,6,2025-02-05,Sur
503,1005,529,8,2025-02-06,Sur
504,1075,523,4,2025-02-07,Oeste
505,1041,524,1,2025-02-08,Oeste
506,1100,510,4,2025-02-09,Este
507,1053,520,2,2025-02-10,Norte
508,1062,515,7,2025-02-11,Este
509,1059,528,5,2025-02-12,Sur
510,1026,503,5,2025-02-13,Sur
511,1086,525,1,2025-02-14,Oeste
512,1074,505,6,2025-02-15,Este
513,1070,508,3,2025-02-16,Oeste
514,1011,514,7,2025-02-17,Norte
515,1027,518,6,2025-02-18,Sur
516,1083,510,8,2025-02-19,Este
517,1095,506,6,2025-02-20,Este
518,1078,506,5,2025-02-21,Oeste
519,1029,510,6,2025-02-22,Oeste
520,1070,522,5,2025-02-23,Oeste
521,1043,503,3,2025-02-24,Sur
522,1004,525,7,2025-02-25,Norte
523,1030,510,8,2025-02-26,Este
524,1050,517,4,2025-02-27,Este
525,1019,526,3,2025-02-28,Norte
526,1021,510,5,2025-03-01,Sur
527,1099,511,7,2025-03-02,Este
528,1006,524,8,2025-03-03,Norte
529,1050,525,2,2025-03-04,Sur
530,1034,504,3,2025-03-05,Este
531,1092,501,1,2025-03-06,Sur
532,1064,519,8,2025-03-07,Este
533,1059,506,6,2025-03-08,Oeste
534,1053,529,9,2025-03-09,Norte
535,1092,501,4,2025-03-10,Norte
536,1012,512,3,2025-03-11,Oeste
537,1053,503,2,2025-03-12,Oeste
538,1001,506,8,2025-03-13,Este
539,1066,511,9,2025-03-14,Oeste
540,1070,529,1,2025-03-15,Sur
541,1020,505,1,2025-03-16,Sur
542,1040,528,8,2025-03-17,Sur
543,1012,521,4,2025-03-18,Este
544,1067,521,1,2025-03-19,Norte
545,1033,528,5,2025-03-20,Este
546,1037,523,8,2025-03-21,Sur
547,1041,509,6,2025-03-22,Norte
548,1042,516,1,2025-03-23,Oeste
549,1072,521,7,2025-03-24,Oeste
550,1050,510,6,2025-03-25,Este
551,1033,504,3,2025-03-26,Norte
552,1096,515,4,2025-03-27,Este
553,1007,529,2,2025-03-28,Sur
554,1078,508,2,2025-03-29,Oeste
555,1073,511,1,2025-03-30,Sur
556,1032,507,3,2025-03-31,Oeste
557,1015,520,9,2025-04-01,Este
558,1067,515,1,2025-04-02,Este
559,1063,520,7,2025-04-03,Sur
560,1059,505,7,2025-04-04,Sur
561,1026,530,2,2025-04-05,Oeste
562,1077,510,5,2025-04-06,Sur
563,1024,527,7,2025-04-07,Este
564,1008,504,8,2025-04-08,Oeste
565,1023,518,4,2025-04-09,Oeste
566,1011,506,2,2025-04-10,Oeste
567,1091,526,3,2025-04-11,Sur
568,1075,530,2,2025-04-12,Sur
569,1091,522,5,2025-04-13,Este
570,1098,501,7,2025-04-14,Oeste
571,1024,523,9,2025-04-15,Norte
572,1021,523,7,2025-04-16,Sur
573,1031,502,8,2025-04-17,Este
574,1013,526,7,2025-04-18,Norte
575,1038,512,7,2025-04-19,Sur
576,1052,507,4,2025-04-20,Sur
577,1063,522,3,2025-04-21,Oeste
578,1046,502,5,2025-04-22,Norte
579,1065,525,6,2025-04-23,Norte
580,1024,514,2,2025-04-24,Sur
581,1050,501,1,2025-04-25,Este
582,1030,515,4,2025-04-26,Sur
583,1062,503,4,2025-04-27,Oeste
584,1003,518,8,2025-04-28,Este
585,1045,530,3,2025-04-29,Norte
586,1021,530,1,2025-04-30,Oeste
587,1031,505,3,2025-05-01,Sur
588,1071,511,5,2025-05-02,Este
589,1027,519,9,2025-05-03,Norte
590,1096,530,7,2025-05-04,Norte
591,1083,510,2,2025-05-05,Este
592,1012,522,1,2025-05-06,Norte
593,1088,527,3,2025-05-07,Sur
594,1056,520,8,2025-05-08,Este
595,1050,512,9,2025-05-09,Sur
596,1075,517,4,2025-05-10,Norte
597,1042,506,2,2025-05-11,Oeste
598,1009,512,4,2025-05-12,Este
599,1099,508,5,2025-05-13,Norte
600,1005,508,9,2025-05-14,Norte
601,1095,521,7,2025-05-15,Este
602,1061,506,6,2025-05-16,Norte
603,1091,502,2,2025-05-17,Sur
604,1034,514,6,2025-05-18,Sur
605,1008,518,2,2025-05-19,Sur
606,1073,507,5,2025-05-20,Oeste
607,1019,502,5,2025-05-21,Norte
608,1097,505,8,2025-05-22,Este
609,1074,521,7,2025-05-23,Oeste
610,1002,501,7,2025-05-24,Este
611,1010,523,8,2025-05-25,Norte
612,1006,515,4,2025-05-26,Norte
613,1048,521,3,2025-05-27,Oeste
614,1080,515,4,2025-05-28,Oeste
615,1043,525,4,2025-05-29,Sur
616,1043,502,6,2025-05-30,Sur
617,1053,511,6,2025-05-31,Oeste
618,1065,512,9,2025-06-01,Norte
619,1035,519,8,2025-06-02,Este
620,1016,502,3,2025-06-03,Norte
621,1002,530,6,2025-06-04,Este
622,1014,529,6,2025-06-05,Sur
623,1050,522,3,2025-06-06,Este
624,1055,518,5,2025-06-07,Norte
625,1092,524,9,2025-06-08,Sur
626,1004,513,9,2025-06-09,Norte
627,1007,513,6,2025-06-10,Oeste
628,1038,501,2,2025-06-11,Oeste
629,1092,501,1,2025-06-12,Oeste
630,1021,530,3,2025-06-13,Norte
631,1081,507,3,2025-06-14,Norte
632,1026,526,8,2025-06-15,Este
633,1068,505,6,2025-06-16,Sur
634,1026,505,5,2025-06-17,Este
635,1097,515,9,2025-06-18,Norte
636,1082,505,4,2025-06-19,Sur
637,1086,524,8,2025-06-20,Oeste
638,1077,530,5,2025-06-21,Este
639,1005,510,8,2025-06-22,Sur
640,1066,508,9,2025-06-23,Norte
641,1097,524,3,2025-06-24,Oeste
642,1036,523,2,2025-06-25,Oeste
643,1024,503,8,2025-06-26,Sur
644,1079,504,2,2025-06-27,Oeste
645,1098,515,8,2025-06-28,Norte
646,1050,512,3,2025-06-29,Este
647,1017,521,3,2025-06-30,Sur
648,1087,513,7,2025-07-01,Este
649,1024,528,2,2025-07-02,Norte
650,1092,512,1,2025-07-03,Oeste
651,1063,521,9,2025-07-04,Oeste
652,1096,517,3,2025-07-05,Sur
653,1057,524,5,2025-07-06,Oeste
654,1098,514,4,2025-07-07,Oeste
655,1095,511,3,2025-07-08,Norte
656,1070,524,1,2025-07-09,Sur
657,1045,518,9,2025-07-10,Norte
658,1097,511,7,2025-07-11,Sur
659,1004,505,8,2025-07-12,Este
660,1009,521,5,2025-07-13,Este
661,1063,525,5,2025-07-14,Norte
662,1011,530,4,2025-07-15,Sur
663,1091,530,1,2025-07-16,Sur
664,1032,506,6,2025-07-17,Este
665,1017,517,7,2025-07-18,Sur
666,1034,514,2,2025-07-19,Oeste
667,1041,509,8,2025-07-20,Oeste
668,1008,507,3,2025-07-21,Oeste
669,1091,511,3,2025-07-22,Norte
670,1005,525,6,2025-07-23,Norte
671,1015,529,5,2025-07-24,Oeste
672,1062,505,8,2025-07-25,Norte
673,1007,523,8,2025-07-26,Oeste
674,1008,507,7,2025-07-27,Norte
675,1022,529,8,2025-07-28,Oeste
676,1017,527,9,2025-07-29,Sur
677,1029,509,8,2025-07-30,Sur
678,1009,502,1,2025-07-31,Oeste
679,1093,513,6,2025-08-01,Este
680,1047,513,3,2025-08-02,Este
681,1096,515,2,2025-08-03,Este
682,1035,521,1,2025-08-04,Norte
683,1093,501,7,2025-08-05,Oeste
684,1003,519,1,2025-08-06,Norte
685,1035,513,3,2025-08-07,Este
686,1078,527,4,2025-08-08,Sur
687,1039,526,2,2025-08-09,Este
688,1071,504,1,2025-08-10,Este
689,1070,506,8,2025-08-11,Oeste
690,1056,509,2,2025-08-12,Oeste
691,1052,522,6,2025-08-13,Oeste
692,1073,511,1,2025-08-14,Oeste
693,1008,511,5,2025-08-15,Este
694,1068,517,7,2025-08-16,Oeste
695,1056,509,7,2025-08-17,Sur
696,1029,513,7,2025-08-18,Sur
697,1011,526,4,2025-08-19,Este
698,1018,505,5,2025-08-20,Sur
699,1046,505,7,2025-08-21,Oeste
700,1096,526,2,2025-08-22,Norte
701,1100,513,2,2025-08-23,Norte
702,1070,508,4,2025-08-24,Este
703,1041,511,2,2025-08-25,Oeste
704,1016,504,9,2025-08-26,Este
705,1036,507,6,2025-08-27,Este
706,1041,506,9,2025-08-28,Este
707,1068,522,1,2025-08-29,Sur
708,1010,517,6,2025-08-30,Este
709,1043,525,4,2025-08-31,Sur
710,1044,507,6,2025-09-01,Sur
711,1084,528,8,2025-09-02,Norte
712,1010,502,6,2025-09-03,Este
713,1072,518,9,2025-09-04,Norte
714,1021,511,7,2025-09-05,Sur
715,1075,525,9,2025-09-06,Este
716,1026,520,7,2025-09-07,Oeste
717,1005,520,9,2025-09-08,Este
718,1029,502,9,2025-09-09,Este
719,1071,505,1,2025-09-10,Oeste
720,1005,502,8,2025-09-11,Norte
721,1061,506,6,2025-09-12,Este
722,1064,512,8,2025-09-13,Oeste
723,1029,517,4,2025-09-14,Oeste
724,1093,515,2,2025-09-15,Norte
725,1019,511,6,2025-09-16,Este
726,1081,512,5,2025-09-17,Este
727,1013,519,5,2025-09-18,Este
728,1020,526,4,2025-09-19,Sur
729,1006,523,7,2025-09-20,Este
730,1001,512,2,2025-09-21,Norte
731,1039,505,9,2025-09-22,Este
732,1054,520,5,2025-09-23,Norte
733,1002,515,4,2025-09-24,Este
734,1090,526,9,2025-09-25,Norte
735,1060,522,7,2025-09-26,Este
736,1082,525,5,2025-09-27,Oeste
737,1089,512,4,2025-09-28,Norte
738,1018,511,4,2025-09-29,Oeste
739,1063,514,3,2025-09-30,Este
740,1059,527,1,2025-10-01,Este
741,1016,523,8,2025-10-02,Oeste
742,1058,501,9,2025-10-03,Oeste
743,1058,506,6,2025-10-04,Este
744,1091,509,5,2025-10-05,Este
745,1062,508,4,2025-10-06,Sur
746,1013,518,3,2025-10-07,Oeste
747,1092,509,5,2025-10-08,Sur
748,1046,525,2,2025-10-09,Norte
749,1015,516,6,2025-10-10,Oeste
750,1099,522,3,2025-10-11,Norte
751,1007,514,1,2025-10-12,Sur
752,1061,512,5,2025-10-13,Oeste
753,1034,518,4,2025-10-14,Norte
754,1081,515,2,2025-10-15,Norte
755,1042,506,3,2025-10-16,Este
756,1047,508,3,2025-10-17,Este
757,1069,517,5,2025-10-18,Oeste
758,1085,527,6,2025-10-19,Este
759,1065,503,1,2025-10-20,Oeste
760,1050,513,3,2025-10-21,Norte
761,1082,509,6,2025-10-22,Oeste
762,1035,529,9,2025-10-23,Norte
763,1036,512,9,2025-10-24,Sur
764,1024,506,8,2025-10-25,Sur
765,1054,527,3,2025-10-26,Oeste
766,1075,524,6,2025-10-27,Este
767,1088,503,6,2025-10-28,Sur
768,1074,516,6,2025-10-29,Norte
769,1053,521,1,2025-10-30,Sur
770,1009,510,6,2025-10-31,Oeste
771,1098,501,4,2025-11-01,Norte
772,1027,517,2,2025-11-02,Este
773,1070,514,1,2025-11-03,Norte
774,1011,508,4,2025-11-04,Este
775,1041,521,1,2025-11-05,Sur
776,1078,519,2,2025-11-06,Norte
777,1020,502,2,2025-11-07,Norte
778,1077,503,4,2025-11-08,Este
779,1062,508,6,2025-11-09,Sur
780,1058,504,6,2025-11-10,Oeste
781,1059,519,3,2025-11-11,Este
782,1043,513,9,2025-11-12,Este
783,1038,510,7,2025-11-13,Sur
784,1085,526,8,2025-11-14,Sur
785,1036,506,1,2025-11-15,Sur
786,1011,506,7,2025-11-16,Oeste
787,1073,513,6,2025-11-17,Oeste
788,1086,529,6,2025-11-18,Oeste
789,1051,511,2,2025-11-19,Norte
790,1056,527,6,2025-11-20,Norte
791,1044,525,1,2025-11-21,Oeste
792,1014,501,5,2025-11-22,Oeste
793,1022,509,9,2025-11-23,Oeste
794,1041,502,7,2025-11-24,Sur
795,1095,515,2,2025-11-25,Oeste
796,1012,530,4,2025-11-26,Sur
